ID,Produto,Data de Fabricação,Data Entrega,Tempo entrega,Status,Motivo devolução,Tempo Resolução,Nível de Satisfação
0373,Cadeira de escritório,17/04/2020,22/04/2020,5,Aceito,,,3
0374,Sofá,18/04/2020,20/04/2020,2,Aceito,,,5
0375,Mesa de jantar,18/04/2020,22/04/2020,4,Aceito,,,3
0376,Sofá,18/04/2020,23/04/2020,5,Aceito,,,5
0377,Quadro decorativo,18/04/2020,21/04/2020,3,Aceito,,,5
0378,Quadro decorativo,19/04/2020,23/04/2020,4,Rejeitado,Insatisfação com Qualidade,5,1
0379,Cadeira de escritório,19/04/2020,23/04/2020,4,Aceito,,,3
0380,Cadeira de escritório,19/04/2020,25/04/2020,6,Rejeitado,Defeito no produto,4,1
0381,Cortina,19/04/2020,23/04/2020,4,Aceito,,,5
0382,Luminária,20/04/2020,24/04/2020,4,Rejeitado,Danificado durante o transporte,4,3
0383,Sofá,20/04/2020,23/04/2020,3,Aceito,,,5
0384,Sofá,21/04/2020,23/04/2020,2,Aceito,,,5
0385,Cadeira de escritório,22/04/2020,24/04/2020,2,Rejeitado,Insatisfação com Qualidade,4,2
0386,Armário,22/04/2020,25/04/2020,3,Aceito,,,5
0387,Estante,23/04/2020,27/04/2020,4,Aceito,,,5
0388,Luminária,23/04/2020,26/04/2020,3,Aceito,,,5
0389,Cama,23/04/2020,27/04/2020,4,Aceito,,,5
0390,Armário,23/04/2020,25/04/2020,2,Aceito,,,5
0391,Sofá,23/04/2020,01/05/2020,8,Aceito,,,5
0392,Estante,24/04/2020,02/05/2020,8,Aceito,,,5
0393,Cadeira de escritório,24/04/2020,28/04/2020,4,Aceito,,,5
0394,Cadeira de escritório,24/04/2020,26/04/2020,2,Rejeitado,Não conformidade,4,1
0395,Mesa de jantar,25/04/2020,27/04/2020,2,Aceito,,,5
0396,Cama,25/04/2020,29/04/2020,4,Aceito,,,3
0397,Sofá,26/04/2020,29/04/2020,3,Aceito,,,5
0398,Cama,26/04/2020,30/04/2020,4,Rejeitado,Danificado durante o transporte,5,5
0399,Luminária,26/04/2020,28/04/2020,2,Aceito,,,5
0400,Luminária,27/04/2020,01/05/2020,4,Aceito,,,5
0401,Sofá,27/04/2020,01/05/2020,4,Aceito,,,5
0402,Luminária,27/04/2020,02/05/2020,5,Rejeitado,Danificado durante o transporte,2,3
0403,Tapete,28/04/2020,03/05/2020,5,Rejeitado,Não conformidade,4,2
0404,Tapete,28/04/2020,30/04/2020,2,Rejeitado,Danificado durante o transporte,4,2
0405,Sofá,28/04/2020,30/04/2020,2,Aceito,,,5
0406,Cortina,28/04/2020,02/05/2020,4,Aceito,,,3
0407,Mesa de jantar,28/04/2020,03/05/2020,5,Aceito,,,3
0408,Tapete,28/04/2020,01/05/2020,3,Rejeitado,Danificado durante o transporte,5,1
0409,Cadeira de escritório,28/04/2020,04/05/2020,6,Rejeitado,Danificado durante o transporte,6,2
0410,Quadro decorativo,29/04/2020,05/05/2020,6,Rejeitado,Danificado durante o transporte,6,1
0411,Cama,29/04/2020,01/05/2020,2,Aceito,,,3
0412,Cama,29/04/2020,04/05/2020,5,Aceito,,,3
0413,Luminária,29/04/2020,02/05/2020,3,Rejeitado,Danificado durante o transporte,2,3
0414,Cadeira de escritório,30/04/2020,03/05/2020,3,Aceito,,,5
0415,Luminária,30/04/2020,02/05/2020,2,Aceito,,,5
0416,Mesa de jantar,01/05/2020,05/05/2020,4,Aceito,,,2
0417,Cortina,01/05/2020,04/05/2020,3,Rejeitado,Danificado durante o transporte,6,5
0418,Mesa de jantar,01/05/2020,04/05/2020,3,Rejeitado,Defeito no produto,6,2
0419,Tapete,01/05/2020,05/05/2020,4,Aceito,,,5
0420,Cadeira de escritório,01/05/2020,07/05/2020,6,Aceito,,,3
0421,Armário,01/05/2020,05/05/2020,4,Aceito,,,5
0422,Mesa de jantar,02/05/2020,07/05/2020,5,Aceito,,,2
0423,Tapete,02/05/2020,09/05/2020,7,Rejeitado,Danificado durante o transporte,3,2
0424,Sofá,02/05/2020,04/05/2020,2,Aceito,,,5
0425,Estante,02/05/2020,08/05/2020,6,Aceito,,,5
0426,Mesa de jantar,02/05/2020,06/05/2020,4,Aceito,,,2
0427,Cortina,03/05/2020,04/05/2020,1,Aceito,,,5
0428,Estante,03/05/2020,06/05/2020,3,Aceito,,,5
0429,Quadro decorativo,03/05/2020,05/05/2020,2,Aceito,,,5
0430,Cortina,03/05/2020,05/05/2020,2,Aceito,,,5
0431,Sofá,03/05/2020,06/05/2020,3,Aceito,,,5
0432,Cadeira de escritório,03/05/2020,06/05/2020,3,Aceito,,,5
0433,Tapete,04/05/2020,07/05/2020,3,Aceito,,,5
0434,Cortina,04/05/2020,10/05/2020,6,Rejeitado,Danificado durante o transporte,6,5
0435,Cadeira de escritório,04/05/2020,07/05/2020,3,Rejeitado,Danificado durante o transporte,6,2
0436,Armário,04/05/2020,09/05/2020,5,Aceito,,,3
0437,Cadeira de escritório,04/05/2020,09/05/2020,5,Aceito,,,3
0438,Cadeira de escritório,05/05/2020,09/05/2020,4,Aceito,,,5
0439,Cadeira de escritório,05/05/2020,08/05/2020,3,Aceito,,,5
0440,Quadro decorativo,05/05/2020,07/05/2020,2,Aceito,,,5
0441,Armário,05/05/2020,08/05/2020,3,Aceito,,,5
0442,Cortina,05/05/2020,09/05/2020,4,Rejeitado,Insatisfação com Qualidade,4,5
0443,Cama,05/05/2020,09/05/2020,4,Rejeitado,Defeito no produto,3,5
0444,Cortina,06/05/2020,10/05/2020,4,Aceito,,,5
0445,Sofá,06/05/2020,09/05/2020,3,Aceito,,,5
0446,Mesa de jantar,06/05/2020,12/05/2020,6,Aceito,,,3
0447,Sofá,06/05/2020,10/05/2020,4,Aceito,,,5
0448,Tapete,07/05/2020,11/05/2020,4,Rejeitado,Danificado durante o transporte,3,2
0449,Cortina,07/05/2020,11/05/2020,4,Aceito,,,5
0450,Cama,08/05/2020,13/05/2020,5,Aceito,,,3
0451,Estante,08/05/2020,11/05/2020,3,Aceito,,,5
0452,Luminária,09/05/2020,13/05/2020,4,Aceito,,,5
0453,Tapete,09/05/2020,12/05/2020,3,Aceito,,,5
0454,Cadeira de escritório,10/05/2020,13/05/2020,3,Rejeitado,Defeito no produto,3,1
0455,Mesa de jantar,10/05/2020,14/05/2020,4,Aceito,,,3
0456,Cama,10/05/2020,14/05/2020,4,Aceito,,,5
0457,Quadro decorativo,10/05/2020,11/05/2020,1,Aceito,,,5
0458,Luminária,11/05/2020,13/05/2020,2,Rejeitado,Danificado durante o transporte,6,3
0459,Cadeira de escritório,11/05/2020,14/05/2020,3,Rejeitado,Danificado durante o transporte,6,2
0460,Quadro decorativo,12/05/2020,14/05/2020,2,Aceito,,,3
0461,Luminária,12/05/2020,15/05/2020,3,Aceito,,,5
0462,Cadeira de escritório,12/05/2020,20/05/2020,8,Aceito,,,3
0463,Cadeira de escritório,12/05/2020,17/05/2020,5,Aceito,,,5
0464,Quadro decorativo,12/05/2020,14/05/2020,2,Aceito,,,5
0465,Luminária,13/05/2020,16/05/2020,3,Aceito,,,5
0466,Cama,13/05/2020,16/05/2020,3,Aceito,,,5
0467,Mesa de jantar,13/05/2020,16/05/2020,3,Aceito,,,5
0468,Cama,14/05/2020,17/05/2020,3,Aceito,,,5
0469,Tapete,14/05/2020,17/05/2020,3,Aceito,,,3
0470,Luminária,14/05/2020,19/05/2020,5,Aceito,,,5
0471,Tapete,14/05/2020,17/05/2020,3,Aceito,,,5
0472,Quadro decorativo,15/05/2020,21/05/2020,6,Aceito,,,3
0473,Mesa de jantar,16/05/2020,19/05/2020,3,Aceito,,,5
0474,Cortina,16/05/2020,22/05/2020,6,Aceito,,,3
0475,Tapete,16/05/2020,20/05/2020,4,Rejeitado,Danificado durante o transporte,1,2
0476,Quadro decorativo,16/05/2020,18/05/2020,2,Aceito,,,5
0477,Cama,16/05/2020,19/05/2020,3,Rejeitado,Defeito no produto,6,5
0478,Cama,17/05/2020,21/05/2020,4,Aceito,,,5
0479,Cadeira de escritório,17/05/2020,21/05/2020,4,Aceito,,,3
0480,Cortina,17/05/2020,21/05/2020,4,Aceito,,,5
0481,Estante,17/05/2020,21/05/2020,4,Rejeitado,Danificado durante o transporte,1,2
0482,Cortina,17/05/2020,20/05/2020,3,Aceito,,,4
0483,Mesa de jantar,17/05/2020,20/05/2020,3,Aceito,,,5
0484,Tapete,18/05/2020,24/05/2020,6,Aceito,,,4
0485,Tapete,18/05/2020,21/05/2020,3,Aceito,,,5
0486,Luminária,19/05/2020,23/05/2020,4,Aceito,,,5
0487,Estante,20/05/2020,22/05/2020,2,Aceito,,,4
0488,Cadeira de escritório,20/05/2020,25/05/2020,5,Rejeitado,Danificado durante o transporte,5,1
0489,Sofá,21/05/2020,24/05/2020,3,Aceito,,,5
0490,Estante,21/05/2020,25/05/2020,4,Rejeitado,Defeito no produto,5,2
0491,Quadro decorativo,21/05/2020,24/05/2020,3,Aceito,,,5
0492,Tapete,21/05/2020,25/05/2020,4,Aceito,,,5
0493,Sofá,22/05/2020,24/05/2020,2,Aceito,,,3
0494,Tapete,22/05/2020,25/05/2020,3,Aceito,,,4
0495,Quadro decorativo,22/05/2020,25/05/2020,3,Aceito,,,3
0496,Estante,22/05/2020,25/05/2020,3,Aceito,,,5
0497,Cama,22/05/2020,25/05/2020,3,Aceito,,,5
0498,Quadro decorativo,22/05/2020,26/05/2020,4,Aceito,,,2
0499,Cortina,23/05/2020,24/05/2020,1,Rejeitado,Não conformidade,5,4
0500,Luminária,23/05/2020,29/05/2020,6,Rejeitado,Danificado durante o transporte,2,3
0501,Luminária,24/05/2020,29/05/2020,5,Aceito,,,4
0502,Armário,24/05/2020,27/05/2020,3,Rejeitado,Defeito no produto,1,2
0503,Sofá,25/05/2020,01/06/2020,7,Aceito,,,4
0504,Cadeira de escritório,25/05/2020,02/06/2020,8,Aceito,,,5
0505,Cortina,25/05/2020,30/05/2020,5,Aceito,,,4
0506,Mesa de jantar,26/05/2020,30/05/2020,4,Rejeitado,Danificado durante o transporte,2,1
0507,Cadeira de escritório,26/05/2020,29/05/2020,3,Aceito,,,5
0508,Armário,26/05/2020,31/05/2020,5,Aceito,,,4
0509,Cadeira de escritório,26/05/2020,29/05/2020,3,Rejeitado,Danificado durante o transporte,2,2
0510,Cama,27/05/2020,30/05/2020,3,Aceito,,,5
0511,Cortina,27/05/2020,31/05/2020,4,Aceito,,,4
0512,Estante,27/05/2020,30/05/2020,3,Rejeitado,Defeito no produto,5,2
0513,Luminária,27/05/2020,31/05/2020,4,Aceito,,,5
0514,Armário,27/05/2020,31/05/2020,4,Aceito,,,4
0515,Cama,28/05/2020,03/06/2020,6,Aceito,,,4
0516,Sofá,28/05/2020,30/05/2020,2,Aceito,,,4
0517,Tapete,28/05/2020,29/05/2020,1,Aceito,,,4
0518,Sofá,28/05/2020,31/05/2020,3,Aceito,,,5
0519,Cortina,29/05/2020,01/06/2020,3,Aceito,,,5
0520,Luminária,29/05/2020,03/06/2020,5,Rejeitado,Danificado durante o transporte,2,3
0521,Estante,29/05/2020,31/05/2020,2,Aceito,,,3
0522,Quadro decorativo,29/05/2020,04/06/2020,6,Rejeitado,Defeito no produto,4,1
0523,Quadro decorativo,29/05/2020,30/05/2020,1,Rejeitado,Defeito no produto,3,2
0524,Sofá,30/05/2020,02/06/2020,3,Aceito,,,5
0525,Sofá,30/05/2020,03/06/2020,4,Aceito,,,5
0526,Tapete,30/05/2020,04/06/2020,5,Aceito,,,5
0527,Estante,31/05/2020,04/06/2020,4,Aceito,,,3
0528,Luminária,31/05/2020,03/06/2020,3,Aceito,,,4
0529,Cortina,01/06/2020,02/06/2020,1,Aceito,,,5
0530,Cama,01/06/2020,07/06/2020,6,Aceito,,,3
0531,Estante,01/06/2020,05/06/2020,4,Aceito,,,3
0532,Mesa de jantar,01/06/2020,04/06/2020,3,Aceito,,,3
0533,Cama,02/06/2020,05/06/2020,3,Rejeitado,Danificado durante o transporte,3,4
0534,Cama,03/06/2020,06/06/2020,3,Rejeitado,Danificado durante o transporte,1,4
0535,Tapete,03/06/2020,04/06/2020,1,Aceito,,,4
0536,Cortina,05/06/2020,09/06/2020,4,Aceito,,,5
0537,Mesa de jantar,05/06/2020,08/06/2020,3,Aceito,,,5
0538,Luminária,05/06/2020,11/06/2020,6,Rejeitado,Danificado durante o transporte,6,3
0539,Tapete,05/06/2020,09/06/2020,4,Aceito,,,3
0540,Estante,05/06/2020,07/06/2020,2,Aceito,,,4
0541,Quadro decorativo,06/06/2020,08/06/2020,2,Aceito,,,3
0542,Tapete,06/06/2020,09/06/2020,3,Aceito,,,5
0543,Estante,06/06/2020,12/06/2020,6,Aceito,,,4
0544,Estante,06/06/2020,09/06/2020,3,Rejeitado,Danificado durante o transporte,3,2
0545,Cortina,07/06/2020,15/06/2020,8,Aceito,,,4
0546,Tapete,07/06/2020,11/06/2020,4,Aceito,,,5
0547,Mesa de jantar,08/06/2020,13/06/2020,5,Aceito,,,2
0548,Tapete,08/06/2020,10/06/2020,2,Aceito,,,5
0549,Cama,09/06/2020,13/06/2020,4,Aceito,,,5
0550,Cortina,09/06/2020,16/06/2020,7,Aceito,,,5
0551,Mesa de jantar,09/06/2020,15/06/2020,6,Aceito,,,2
0552,Sofá,10/06/2020,17/06/2020,7,Aceito,,,4
0553,Cadeira de escritório,10/06/2020,12/06/2020,2,Aceito,,,5
0554,Tapete,10/06/2020,14/06/2020,4,Rejeitado,Defeito no produto,4,1
0555,Luminária,10/06/2020,14/06/2020,4,Aceito,,,5
0556,Quadro decorativo,10/06/2020,12/06/2020,2,Aceito,,,5
0557,Mesa de jantar,11/06/2020,14/06/2020,3,Aceito,,,3
0558,Cadeira de escritório,11/06/2020,14/06/2020,3,Aceito,,,5
0559,Cadeira de escritório,11/06/2020,14/06/2020,3,Aceito,,,5
0560,Cadeira de escritório,11/06/2020,15/06/2020,4,Aceito,,,5
0561,Tapete,11/06/2020,14/06/2020,3,Rejeitado,Não conformidade,2,2
0562,Mesa de jantar,11/06/2020,15/06/2020,4,Rejeitado,Insatisfação com Qualidade,4,2
0563,Quadro decorativo,11/06/2020,14/06/2020,3,Aceito,,,4
0564,Tapete,12/06/2020,17/06/2020,5,Aceito,,,5
0565,Cama,12/06/2020,17/06/2020,5,Rejeitado,Danificado durante o transporte,5,4
0566,Cadeira de escritório,12/06/2020,14/06/2020,2,Aceito,,,5
0567,Armário,12/06/2020,18/06/2020,6,Aceito,,,4
0568,Armário,12/06/2020,16/06/2020,4,Aceito,,,5
0569,Quadro decorativo,13/06/2020,17/06/2020,4,Rejeitado,Insatisfação com Qualidade,5,1
0570,Cama,13/06/2020,17/06/2020,4,Aceito,,,4
0571,Sofá,13/06/2020,19/06/2020,6,Aceito,,,5
0572,Quadro decorativo,13/06/2020,21/06/2020,8,Rejeitado,Danificado durante o transporte,2,2
0573,Cortina,14/06/2020,18/06/2020,4,Aceito,,,5
0574,Estante,14/06/2020,18/06/2020,4,Aceito,,,5
0575,Cortina,15/06/2020,19/06/2020,4,Aceito,,,5
0576,Luminária,15/06/2020,18/06/2020,3,Rejeitado,Danificado durante o transporte,2,3
0577,Sofá,15/06/2020,19/06/2020,4,Aceito,,,3
0578,Quadro decorativo,15/06/2020,19/06/2020,4,Aceito,,,2
0579,Tapete,15/06/2020,17/06/2020,2,Aceito,,,5
0580,Luminária,15/06/2020,20/06/2020,5,Rejeitado,Danificado durante o transporte,6,3
0581,Cortina,16/06/2020,22/06/2020,6,Rejeitado,Danificado durante o transporte,4,4
0582,Sofá,16/06/2020,18/06/2020,2,Aceito,,,5
0583,Cadeira de escritório,16/06/2020,19/06/2020,3,Aceito,,,5
0584,Luminária,16/06/2020,18/06/2020,2,Aceito,,,4
0585,Sofá,17/06/2020,21/06/2020,4,Rejeitado,Danificado durante o transporte,4,2
0586,Mesa de jantar,17/06/2020,21/06/2020,4,Rejeitado,Danificado durante o transporte,1,2
0587,Cortina,17/06/2020,23/06/2020,6,Aceito,,,5
0588,Cama,17/06/2020,21/06/2020,4,Aceito,,,3
0589,Mesa de jantar,17/06/2020,18/06/2020,1,Aceito,,,5
0590,Quadro decorativo,19/06/2020,22/06/2020,3,Rejeitado,Não conformidade,4,2
0591,Quadro decorativo,19/06/2020,23/06/2020,4,Rejeitado,Danificado durante o transporte,5,1
0592,Mesa de jantar,19/06/2020,22/06/2020,3,Aceito,,,5
0593,Luminária,20/06/2020,28/06/2020,8,Aceito,,,5
0594,Mesa de jantar,20/06/2020,26/06/2020,6,Rejeitado,Danificado durante o transporte,4,2
0595,Cadeira de escritório,21/06/2020,25/06/2020,4,Aceito,,,5
0596,Cortina,21/06/2020,23/06/2020,2,Aceito,,,4
0597,Luminária,21/06/2020,27/06/2020,6,Rejeitado,Insatisfação com Qualidade,1,3
0598,Estante,21/06/2020,22/06/2020,1,Rejeitado,Danificado durante o transporte,5,2
0599,Tapete,21/06/2020,22/06/2020,1,Aceito,,,4
0600,Mesa de jantar,22/06/2020,26/06/2020,4,Rejeitado,Defeito no produto,1,2
0601,Quadro decorativo,22/06/2020,26/06/2020,4,Aceito,,,2
0602,Sofá,22/06/2020,25/06/2020,3,Aceito,,,3
0603,Quadro decorativo,22/06/2020,25/06/2020,3,Aceito,,,3
0604,Sofá,23/06/2020,25/06/2020,2,Rejeitado,Danificado durante o transporte,5,2
0605,Cama,24/06/2020,30/06/2020,6,Aceito,,,4
0606,Tapete,24/06/2020,26/06/2020,2,Rejeitado,Defeito no produto,3,2
0607,Luminária,24/06/2020,30/06/2020,6,Aceito,,,5
0608,Estante,24/06/2020,29/06/2020,5,Aceito,,,5
0609,Tapete,24/06/2020,27/06/2020,3,Aceito,,,5
0610,Cortina,24/06/2020,27/06/2020,3,Aceito,,,5
0611,Tapete,24/06/2020,02/07/2020,8,Aceito,,,5
0612,Armário,26/06/2020,30/06/2020,4,Aceito,,,3
0613,Sofá,27/06/2020,29/06/2020,2,Rejeitado,Defeito no produto,5,2
0614,Cama,27/06/2020,30/06/2020,3,Aceito,,,4
0615,Quadro decorativo,28/06/2020,01/07/2020,3,Aceito,,,4
0616,Cortina,28/06/2020,02/07/2020,4,Rejeitado,Defeito no produto,1,4
0617,Cortina,28/06/2020,29/06/2020,1,Aceito,,,4
0618,Tapete,30/06/2020,06/07/2020,6,Rejeitado,Danificado durante o transporte,4,2
0619,Cortina,30/06/2020,03/07/2020,3,Aceito,,,5
0620,Luminária,30/06/2020,05/07/2020,5,Aceito,,,5
0621,Cortina,30/06/2020,06/07/2020,6,Aceito,,,5
0622,Luminária,01/07/2020,06/07/2020,5,Rejeitado,Danificado durante o transporte,4,3
0623,Armário,01/07/2020,08/07/2020,7,Aceito,,,5
0624,Estante,01/07/2020,05/07/2020,4,Aceito,,,5
0625,Luminária,02/07/2020,04/07/2020,2,Aceito,,,4
0626,Cadeira de escritório,03/07/2020,08/07/2020,5,Aceito,,,5
0627,Luminária,03/07/2020,06/07/2020,3,Rejeitado,Defeito no produto,3,3
0628,Cama,03/07/2020,07/07/2020,4,Aceito,,,3
0629,Sofá,03/07/2020,07/07/2020,4,Aceito,,,4
0630,Cadeira de escritório,04/07/2020,09/07/2020,5,Aceito,,,4
0631,Cortina,04/07/2020,08/07/2020,4,Rejeitado,Defeito no produto,6,4
0632,Estante,04/07/2020,07/07/2020,3,Aceito,,,4
0633,Mesa de jantar,04/07/2020,12/07/2020,8,Aceito,,,2
0634,Armário,04/07/2020,08/07/2020,4,Aceito,,,5
0635,Cadeira de escritório,04/07/2020,09/07/2020,5,Aceito,,,5
0636,Sofá,04/07/2020,06/07/2020,2,Aceito,,,4
0637,Sofá,05/07/2020,09/07/2020,4,Aceito,,,5
0638,Cama,05/07/2020,08/07/2020,3,Aceito,,,4
0639,Cadeira de escritório,06/07/2020,09/07/2020,3,Aceito,,,4
0640,Cama,06/07/2020,08/07/2020,2,Rejeitado,Defeito no produto,4,4
0641,Cortina,06/07/2020,11/07/2020,5,Aceito,,,4
0642,Cama,06/07/2020,10/07/2020,4,Aceito,,,4
0643,Cortina,06/07/2020,07/07/2020,1,Aceito,,,5
0644,Sofá,07/07/2020,10/07/2020,3,Rejeitado,Danificado durante o transporte,1,1
0645,Sofá,07/07/2020,10/07/2020,3,Aceito,,,5
0646,Armário,08/07/2020,13/07/2020,5,Rejeitado,Não conformidade,5,2
0647,Estante,09/07/2020,11/07/2020,2,Aceito,,,5
0648,Cortina,09/07/2020,13/07/2020,4,Aceito,,,5
0649,Mesa de jantar,11/07/2020,13/07/2020,2,Aceito,,,5
0650,Armário,11/07/2020,14/07/2020,3,Aceito,,,5
0651,Mesa de jantar,11/07/2020,16/07/2020,5,Aceito,,,2
0652,Cama,11/07/2020,13/07/2020,2,Aceito,,,5
0653,Sofá,11/07/2020,13/07/2020,2,Aceito,,,4
0654,Estante,12/07/2020,15/07/2020,3,Aceito,,,4
0655,Cortina,12/07/2020,14/07/2020,2,Aceito,,,4
0656,Cama,12/07/2020,18/07/2020,6,Rejeitado,Danificado durante o transporte,4,4
0657,Cama,13/07/2020,15/07/2020,2,Aceito,,,5
0658,Sofá,13/07/2020,16/07/2020,3,Aceito,,,5
0659,Cortina,14/07/2020,16/07/2020,2,Aceito,,,5
0660,Cadeira de escritório,14/07/2020,17/07/2020,3,Aceito,,,3
0661,Mesa de jantar,14/07/2020,22/07/2020,8,Aceito,,,2
0662,Sofá,15/07/2020,18/07/2020,3,Aceito,,,3
0663,Cama,15/07/2020,23/07/2020,8,Aceito,,,5
0664,Quadro decorativo,15/07/2020,18/07/2020,3,Aceito,,,5
0665,Cortina,16/07/2020,20/07/2020,4,Aceito,,,3
0666,Cortina,16/07/2020,18/07/2020,2,Rejeitado,Defeito no produto,2,4
0667,Cadeira de escritório,16/07/2020,21/07/2020,5,Rejeitado,Danificado durante o transporte,2,2
0668,Cortina,16/07/2020,18/07/2020,2,Rejeitado,Defeito no produto,6,4
0669,Cadeira de escritório,16/07/2020,24/07/2020,8,Aceito,,,5
0670,Armário,16/07/2020,20/07/2020,4,Aceito,,,5
0671,Sofá,17/07/2020,20/07/2020,3,Aceito,,,5
0672,Sofá,17/07/2020,20/07/2020,3,Aceito,,,4
0673,Luminária,17/07/2020,19/07/2020,2,Aceito,,,4
0674,Quadro decorativo,17/07/2020,21/07/2020,4,Rejeitado,Insatisfação com Qualidade,6,1
0675,Armário,18/07/2020,22/07/2020,4,Aceito,,,5
0676,Cortina,18/07/2020,22/07/2020,4,Aceito,,,4
0677,Sofá,18/07/2020,23/07/2020,5,Aceito,,,5
0678,Cadeira de escritório,19/07/2020,24/07/2020,5,Aceito,,,5
0679,Luminária,19/07/2020,27/07/2020,8,Aceito,,,4
0680,Armário,20/07/2020,21/07/2020,1,Aceito,,,4
0681,Armário,20/07/2020,24/07/2020,4,Aceito,,,5
0682,Cadeira de escritório,21/07/2020,29/07/2020,8,Aceito,,,1
0683,Armário,21/07/2020,22/07/2020,1,Rejeitado,Insatisfação com Qualidade,4,2
0684,Luminária,22/07/2020,27/07/2020,5,Rejeitado,Defeito no produto,6,3
0685,Tapete,22/07/2020,25/07/2020,3,Aceito,,,5
0686,Armário,22/07/2020,26/07/2020,4,Aceito,,,4
0687,Luminária,22/07/2020,26/07/2020,4,Aceito,,,5
0688,Cadeira de escritório,22/07/2020,24/07/2020,2,Aceito,,,4
0689,Sofá,23/07/2020,27/07/2020,4,Rejeitado,Não conformidade,1,1
0690,Cadeira de escritório,23/07/2020,29/07/2020,6,Aceito,,,1
0691,Mesa de jantar,24/07/2020,28/07/2020,4,Aceito,,,2
0692,Armário,24/07/2020,30/07/2020,6,Aceito,,,1
0693,Cadeira de escritório,24/07/2020,26/07/2020,2,Rejeitado,Danificado durante o transporte,2,2
0694,Sofá,25/07/2020,31/07/2020,6,Aceito,,,1
0695,Armário,25/07/2020,29/07/2020,4,Aceito,,,5
0696,Quadro decorativo,25/07/2020,29/07/2020,4,Aceito,,,2
0697,Mesa de jantar,25/07/2020,30/07/2020,5,Aceito,,,3
0698,Luminária,25/07/2020,29/07/2020,4,Rejeitado,Danificado durante o transporte,5,3
0699,Armário,25/07/2020,29/07/2020,4,Aceito,,,4
0700,Armário,25/07/2020,28/07/2020,3,Aceito,,,5
0701,Mesa de jantar,26/07/2020,30/07/2020,4,Aceito,,,2
0702,Sofá,27/07/2020,30/07/2020,3,Rejeitado,Danificado durante o transporte,5,1
0703,Sofá,27/07/2020,29/07/2020,2,Rejeitado,Danificado durante o transporte,6,2
0704,Sofá,28/07/2020,01/08/2020,4,Aceito,,,5
0705,Sofá,28/07/2020,04/08/2020,7,Aceito,,,1
0706,Cama,29/07/2020,31/07/2020,2,Aceito,,,5
0707,Quadro decorativo,30/07/2020,03/08/2020,4,Aceito,,,2
0708,Estante,30/07/2020,06/08/2020,7,Aceito,,,1
0709,Tapete,30/07/2020,03/08/2020,4,Rejeitado,Defeito no produto,1,1
0710,Estante,30/07/2020,03/08/2020,4,Aceito,,,5
0711,Mesa de jantar,30/07/2020,02/08/2020,3,Aceito,,,5
0712,Cortina,30/07/2020,03/08/2020,4,Aceito,,,5
0713,Sofá,01/08/2020,03/08/2020,2,Aceito,,,5
0714,Tapete,01/08/2020,05/08/2020,4,Rejeitado,Danificado durante o transporte,3,2
0715,Tapete,02/08/2020,04/08/2020,2,Rejeitado,Insatisfação com Qualidade,6,1
0716,Mesa de jantar,02/08/2020,09/08/2020,7,Rejeitado,Danificado durante o transporte,4,2
0717,Cadeira de escritório,02/08/2020,08/08/2020,6,Aceito,,,1
0718,Armário,02/08/2020,08/08/2020,6,Aceito,,,1
0719,Armário,03/08/2020,06/08/2020,3,Aceito,,,4
0720,Tapete,03/08/2020,05/08/2020,2,Rejeitado,Danificado durante o transporte,4,2
0721,Mesa de jantar,03/08/2020,05/08/2020,2,Aceito,,,3
0722,Cadeira de escritório,04/08/2020,08/08/2020,4,Aceito,,,5
0723,Luminária,04/08/2020,07/08/2020,3,Aceito,,,4
0724,Armário,05/08/2020,13/08/2020,8,Aceito,,,4
0725,Estante,05/08/2020,09/08/2020,4,Aceito,,,5
0726,Mesa de jantar,05/08/2020,09/08/2020,4,Rejeitado,Insatisfação com Qualidade,3,1
0727,Cama,05/08/2020,08/08/2020,3,Aceito,,,5
0728,Sofá,06/08/2020,13/08/2020,7,Rejeitado,Danificado durante o transporte,5,2
0729,Estante,06/08/2020,10/08/2020,4,Aceito,,,4
0730,Estante,06/08/2020,11/08/2020,5,Aceito,,,1
0731,Sofá,06/08/2020,10/08/2020,4,Aceito,,,5
0732,Tapete,06/08/2020,10/08/2020,4,Aceito,,,5
0733,Tapete,07/08/2020,09/08/2020,2,Rejeitado,Danificado durante o transporte,5,2
0734,Cadeira de escritório,07/08/2020,10/08/2020,3,Aceito,,,5
0735,Cadeira de escritório,07/08/2020,10/08/2020,3,Aceito,,,4
0736,Armário,07/08/2020,10/08/2020,3,Aceito,,,4
0737,Luminária,08/08/2020,11/08/2020,3,Rejeitado,Insatisfação com Qualidade,6,3
0738,Sofá,08/08/2020,12/08/2020,4,Rejeitado,Não conformidade,6,2
0739,Sofá,08/08/2020,11/08/2020,3,Aceito,,,4
0740,Cortina,09/08/2020,13/08/2020,4,Aceito,,,5
0741,Mesa de jantar,09/08/2020,12/08/2020,3,Aceito,,,5
0742,Estante,09/08/2020,12/08/2020,3,Aceito,,,5
0743,Cama,09/08/2020,10/08/2020,1,Rejeitado,Defeito no produto,4,4
0744,Cama,09/08/2020,13/08/2020,4,Aceito,,,5
0745,Luminária,09/08/2020,13/08/2020,4,Aceito,,,5
0746,Tapete,10/08/2020,16/08/2020,6,Aceito,,,1
0747,Luminária,10/08/2020,14/08/2020,4,Rejeitado,Danificado durante o transporte,6,3
